"removal_step","Kingdom","Phylum","Class","Order","Family","Genus","asvs","raw_reads"
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",1,67
"mean_abundance_filter","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae",,2,67
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",1,64
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Afipia",1,63
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",1,62
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae",,1,61
"mean_abundance_filter","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",,,2,61
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Kineosporiales","Kineosporiaceae",,1,60
"mean_abundance_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium",1,59
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum",1,59
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemania",1,59
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",1,59
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",1,58
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus",1,58
"mean_abundance_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Eel-36e1D6",,1,58
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter",2,58
"mean_abundance_filter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales",,,1,57
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Allokutzneria",1,56
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",1,56
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter",1,54
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Chelativorans",1,53
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Kroppenstedtia",1,52
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",,1,47
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",1,46
"mean_abundance_filter","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",,1,45
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",1,44
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methyloligellaceae",,1,44
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","A0839",,1,43
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Sporolactobacillaceae","Pullulanibacillus",1,43
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera",1,43
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Schleiferilactobacillus",1,43
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus",1,43
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia",1,42
"mean_abundance_filter","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus",1,42
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,1,42
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Turicimonas",1,40
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus",1,38
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011",1,38
"mean_abundance_filter","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",,1,36
"mean_abundance_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",1,35
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Candidatus Midichloria",1,35
"mean_abundance_filter","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",1,34
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia",1,34
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","PeM15",,,1,34
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Luteibacter",2,34
"mean_abundance_filter","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",1,32
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",5,32
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus",2,31
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",,1,30
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter",1,30
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Bosea",1,29
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",1,28
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",,1,27
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",1,27
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Ureibacillus",1,27
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium",1,26
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Savagea",1,26
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",,,1,26
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Parageobacillus",1,25
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Kordia",1,25
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",1,25
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales",,,4,25
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Catenibacterium",1,24
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",1,24
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rubellimicrobium",1,24
"mean_abundance_filter","Archaea","Thermoproteota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus",1,24
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Alkalihalophilus",1,24
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",1,23
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter",1,22
"mean_abundance_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","CHKCI002",1,22
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Lichenibacterium",1,22
"mean_abundance_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera",3,20
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales",,,1,19
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter",1,19
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Endobacterium",1,18
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Kurthia",2,18
"mean_abundance_filter","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",1,17
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",1,16
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Cerasibacillus",1,13
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae",,1,13
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Alsobacter",1,13
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",1,12
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Dyadobacter",1,12
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII UCG-001",1,11
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lentilactobacillus",1,10
"mean_abundance_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",3,10
"mean_abundance_filter","Bacteria","Bacillota","Bacilli",,,,3,10
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes",1,9
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",1,8
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae",,1,7
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas",1,7
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora",2,7
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hoylesella",2,6
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus",1,5
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Aneurinibacillales","Aneurinibacillaceae","Aneurinibacillus",1,5
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia",1,5
"mean_abundance_filter","Bacteria","Pseudomonadota",,,,,1,5
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Prauserella",1,4
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Sporanaerobacter",1,4
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Natronincolaceae","Alkaliphilus",1,4
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",1,4
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aequorivita",1,3
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",,1,3
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Schaalia",1,3
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Promicromonosporaceae",,1,2
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Tepidimicrobium",1,2
"mean_abundance_filter","Bacteria","Bacillota",,,,,1,2
"mean_abundance_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella",1,2
"mean_abundance_filter","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae",,1,2
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",,2120,27332
"prevalence_filter","Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae","Malacoplasma",2,16440
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",589,10191
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",482,8009
"prevalence_filter","Bacteria","Bacillota","Clostridia",,,,544,5919
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",262,3963
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",49,3566
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",86,3158
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Beggiatoales","Leucotrichaceae","Leucothrix",7,2886
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",15,2837
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,67,2745
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales",,,62,2463
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",168,2441
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",,,69,2214
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",29,2212
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",,20,2053
"prevalence_filter","Bacteria","Bacillota",,,,,204,1968
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",112,1932
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",60,1878
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",,153,1806
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",91,1600
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",78,1594
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter",36,1581
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",,47,1460
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",,25,1425
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",71,1394
"prevalence_filter","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",53,1288
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)",,18,1281
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",24,1224
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",,95,1210
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes",78,1208
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidiferrimicrobium",29,1185
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",68,1154
"prevalence_filter","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",,,46,1137
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",32,1107
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",20,1105
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",56,1094
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",16,1085
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",,52,1085
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",34,1036
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",21,1034
