"comparison","status","pattern","n_groups","taxon_label","taxon_id","Ctrl","BL15","BL30","Kingdom","Phylum","Class","Order","Family","Genus","Species","Hydrolysate","D07","D30","D90","Feed"
"hydro_D90","exclusive","Hydrolysate",1,"ASV00177","ASV00177",FALSE,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,TRUE,,,,
"time_Ctrl","common_all","D07&D30&D90",3,"ASV00001","ASV00001",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_Ctrl","exclusive","D90",1,"ASV00002","ASV00002",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,FALSE,TRUE,
"time_Ctrl","common_all","D07&D30&D90",3,"ASV00003","ASV00003",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_Ctrl","common_all","D07&D30&D90",3,"ASV00004","ASV00004",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_Ctrl","shared_partial","D07&D30",2,"ASV00005","ASV00005",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00006","ASV00006",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","acidovorans",,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D90",1,"ASV00007","ASV00007",,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,FALSE,FALSE,TRUE,
"time_Ctrl","common_all","D07&D30&D90",3,"ASV00008","ASV00008",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_Ctrl","common_all","D07&D30&D90",3,"ASV00010","ASV00010",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_Ctrl","shared_partial","D07&D30",2,"ASV00011","ASV00011",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00012","ASV00012",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Candidatus Hamiltonella",,,TRUE,FALSE,FALSE,
"time_Ctrl","common_all","D07&D30&D90",3,"ASV00013","ASV00013",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_Ctrl","exclusive","D30",1,"ASV00014","ASV00014",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,FALSE,TRUE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00017","ASV00017",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Buchnera",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00019","ASV00019",,,,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei",,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D30",1,"ASV00021","ASV00021",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,FALSE,TRUE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00025","ASV00025",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00031","ASV00031",,,,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron",,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00032","ASV00032",,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes",,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00037","ASV00037",,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00054","ASV00054",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00059","ASV00059",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00068","ASV00068",,,,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae",,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00080","ASV00080",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00084","ASV00084",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","vancouverensis",,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00098","ASV00098",,,,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"ASV00138","ASV00138",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes",,,TRUE,FALSE,FALSE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00001","ASV00001",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_BL15","shared_partial","D30&D90",2,"ASV00002","ASV00002",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,TRUE,TRUE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00003","ASV00003",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00004","ASV00004",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00005","ASV00005",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00007","ASV00007",,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,TRUE,TRUE,TRUE,
"time_BL15","shared_partial","D07&D30",2,"ASV00008","ASV00008",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,FALSE,
"time_BL15","exclusive","D30",1,"ASV00009","ASV00009",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,,FALSE,TRUE,FALSE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00010","ASV00010",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00011","ASV00011",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_BL15","shared_partial","D07&D30",2,"ASV00013","ASV00013",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,FALSE,
"time_BL15","common_all","D07&D30&D90",3,"ASV00014","ASV00014",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_BL15","exclusive","D30",1,"ASV00021","ASV00021",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,FALSE,TRUE,FALSE,
"time_BL15","shared_partial","D07&D30",2,"ASV00027","ASV00027",,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,TRUE,TRUE,FALSE,
"time_BL15","exclusive","D07",1,"ASV00032","ASV00032",,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes",,TRUE,FALSE,FALSE,
"time_BL30","common_all","D07&D30&D90",3,"ASV00001","ASV00001",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_BL30","shared_partial","D30&D90",2,"ASV00002","ASV00002",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,TRUE,TRUE,
"time_BL30","common_all","D07&D30&D90",3,"ASV00003","ASV00003",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_BL30","shared_partial","D07&D30",2,"ASV00004","ASV00004",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,FALSE,
"time_BL30","common_all","D07&D30&D90",3,"ASV00005","ASV00005",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",,TRUE,TRUE,TRUE,
"time_BL30","exclusive","D07",1,"ASV00007","ASV00007",,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,TRUE,FALSE,FALSE,
"time_BL30","common_all","D07&D30&D90",3,"ASV00008","ASV00008",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_BL30","exclusive","D30",1,"ASV00009","ASV00009",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,,FALSE,TRUE,FALSE,
"time_BL30","common_all","D07&D30&D90",3,"ASV00010","ASV00010",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_BL30","shared_partial","D07&D30",2,"ASV00011","ASV00011",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,FALSE,
"time_BL30","shared_partial","D07&D30",2,"ASV00013","ASV00013",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,FALSE,
"time_BL30","shared_partial","D07&D30",2,"ASV00014","ASV00014",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,FALSE,
"time_BL30","exclusive","D30",1,"ASV00021","ASV00021",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,FALSE,TRUE,FALSE,
"time_BL30","exclusive","D07",1,"ASV00023","ASV00023",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,FALSE,FALSE,
"time_BL30","exclusive","D07",1,"ASV00032","ASV00032",,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes",,TRUE,FALSE,FALSE,
"time_BL30","exclusive","D30",1,"ASV00044","ASV00044",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,FALSE,TRUE,FALSE,
"time_BL30","exclusive","D90",1,"ASV00086","ASV00086",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,FALSE,TRUE,
"time_BL30","exclusive","D90",1,"ASV00177","ASV00177",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,FALSE,TRUE,
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00001","ASV00001",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",TRUE,,,,FALSE
"ctrl_hydro_feed_global","exclusive","Hydrolysate",1,"ASV00002","ASV00002",FALSE,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00003","ASV00003",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00004","ASV00004",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00005","ASV00005",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","scophthalmi",TRUE,,,,FALSE
"ctrl_hydro_feed_global","exclusive","Hydrolysate",1,"ASV00007","ASV00007",FALSE,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00008","ASV00008",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00010","ASV00010",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00011","ASV00011",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00013","ASV00013",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"ASV00014","ASV00014",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00018","ASV00018",FALSE,,,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",,,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00022","ASV00022",FALSE,,,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00024","ASV00024",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00026","ASV00026",FALSE,,,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00029","ASV00029",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","lactis",FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Ctrl",1,"ASV00032","ASV00032",TRUE,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes",FALSE,,,,FALSE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00034","ASV00034",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00035","ASV00035",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","pentosaceus",FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00036","ASV00036",FALSE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00039","ASV00039",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00040","ASV00040",FALSE,,,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",,,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00055","ASV00055",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","cibaria",FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00056","ASV00056",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00061","ASV00061",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00081","ASV00081",FALSE,,,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00091","ASV00091",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00094","ASV00094",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00115","ASV00115",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00131","ASV00131",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","johnsonii",FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00140","ASV00140",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00159","ASV00159",FALSE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","vagans",FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00164","ASV00164",FALSE,,,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00181","ASV00181",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00194","ASV00194",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","amylovorus",FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00198","ASV00198",FALSE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","agglomerans",FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"ASV00220","ASV00220",FALSE,,,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,,FALSE,,,,TRUE
